group,title
ОКС 866 - Куст-57.9.2.16.5 Монтаж системы электрооогрева трубопроводов. Подэтап 5,1
ОКС 866 - Куст-26.9.2.9.11 Монтаж технологического оборудования емкости дренажной (V=8 м3),1
ОКС 866 - Куст-26.9.2.1.3 Строительные работы опор сетей инженерных,1
Работы по благоустройству территории,1
ОКС 2916 - Куст-47.3.2.1.28 Пусконаладочные работы. КИПиА СТМ,1
"ОКС 1376П - Куст-77.2.2.1.6 Площадка механизированной добычи, установка измерительная (Блок контроля и управления) (АС)",1
"ОКС 1376П - Куст-80 Емкость дренажная, V=8м3 (НК)",1
"ОКС 1376П - Куст-80.2.2.1.14 Площадочные нефтегазосборные сети, водовод системы поддержания пластового давления (ТК)",1
"ОКС 1376П - Куст-94 Площадочные нефтегазосборные сети, водовод системы поддержания пластового давления (ТК)",1
ОКС 2916 - Куст-47 Строительные работы. Узел 1. Нефтегазопровод,1
"Речная вода В7 (ТК2, ТК3)",1
ОКС 2916 - Куст-47.3.2.1.27 Пусконаладочные работы. КИПиА СТМ,1
ОКС 2916 - Куст-47.3.2.3.7 Пусконаладочные работы. Сети электрообогрева,1
"ОКС 866 - Куст-26 Строительные работы основания подстанции трансформаторной 10/0,4кВ, площадки электрооборудования ЭЦН",1
ОКС 2916 - Куст-58 Строительные работы. Блок контроля управления,1
ОКС 2916 - Куст-58.3.2.1.14 Сети технологические,1
ОКС 2916 - Куст-58.3.2.1.15 Сети технологические,1
ОКС 2916 - Куст-58.3.2.5.2 Сети технологические,1
ОКС 2916 - Куст-67.2.3.1.13 Сети технологические (ТХ),1
ОКС 866 - Куст-26 Монтаж технологического оборудования узла приема очистного устройства (нефтегазопровод),1
ОКС 866 - Куст-26 Строительные работы основания мачты прожекторной,1
"ОКС 866 - Куст-57.9.2.20.4 ПНР электрооборудования, молниезащиты и заземления. Этап 2",1
ОКС 866 - Куст-57.9.2.9.16 Строительные работы опор сетей инженерных,1
Монтаж системы электрообогрева трубопроводов. Подэтап 1 (Куст 8),1
ОКС 866 - Куст-68.9.2.9.16 Строительные работы сетей инженерных,1
Охранная и охранно-пожарная сигнализация (ОС),1
Охранная сигнализация,1
Охранная сигнализация (Куст 47),1
Охранная сигнализация (ОС) (поз.47),1
Охранная сигнализация (поз.201),1
Проведение испытаний,1
Приобретение и установка щитов пожарных (Куст 1БИС),1
Очищенные стоки Ко (ТК4),1
"ПА/поз.204/Раскладка кабельной продукции, установка приборов пожаротушения, расключение",1
ПД.2/С037/ПСС сетей передачи данных,1
Приобретение и монтаж.Мачта прожекторная (Куст 47),1
Приобретение и монтаж.Мачта прожекторная (Куст 15),1
Приобретение и монтаж.Мачта прожекторная,1
Приобретение и монтаж. Установка измерительная (Куст 15),1
Приобретение и монтаж. Установка измерительная (Куст 103),1
ПЗ. Расчистка от снега,1
Приобретение и монтаж. Емкость дренажная V=8м3 (Куст 29),1
Прожекторная мачта 4.11.2,1
Производственная канализация К7 (поз.50),1
Отопление (поз.48),1
Обвалование резервуаров (0-ГП) (поз.10.1-10.2),1
Противопожарный водопровод (поз.43),1
Противопожарный водопровод (ПТ) (поз.48),1
ОКС 866 - Куст-68.9.3.3.1 Строительные работы основания (поз.1),1
ОКС 866 - Куст-7.9.4.2.5 Строительные работы опор,1
ОКС 866 - Куст-7.9.4.5.7 Строительные работы основания (поз.5),1
ОКС 866 - Куст-75.9.2.9.16 Строительные работы мачты прожекторной № 2,1
ОКС 866 - Куст-75.9.3.3.2 Монтаж технологического оборудования узла пуска-приема очистного устройства (нефтегазопровод),1
Оборудование (поз.50),1
Отопление (ВР) (поз.11),1
Обратная засыпка и тепловая изоляция (поз.47),1
Обустройство,1
"Общеобменная вентиляция П1, В1, В2, В3, В4, В5",1
Ограждение,1
Окна (поз.11),1
Опоры под сети инженерные,1
Организация контуров заземления,1
СС/Инженерные сети,1
ОКС 108.17 - Куст-78.2.2.1.5 Система электроснабжения (ЭС),1
СТМ. Сети газопровода. Система телемеханики (С202),1
ОКС 108.17 - Куст-78.2.2.1.1 Эстакада инженерно-технического обеспечения (АС),1
Строительные работа основания (поз.2) (Куст 27),1
Монтаж трубопроводов системы ГЕТ (поз.4),1
Монтаж трубопроводов системы ГЕТ (поз.47),1
Статическое испытание свай по позициям,1
Статическое испытание свай (поз.ЛЧ-ИС2),1
Монтаж узла задвижек №1 (высоконапорный водовод) (Куст 69),1
Монтаж узла №1 ПК1+78 (поз.201),1
Монтаж шкафов пожарных,1
"Монтаж электрооборудования, молниезащиты и заземления (Куст 74)",1
Монтаж. Блок фильтров,1
Система электрообогрева (Куст 15),1
"Монтаж. Емкость дренажная для АГЗУ, БДР и СОД, блока фильтров и блока гребенки, V=8м3.",1
Система контроля и управления доступом,1
Монтажные работы.Электрическая воздушная линия ВЛ-10кВ (Куст 67),1
Силовое электрооборудование (ВХ3.Поз.3),1
Силовое электрооборудование (ВХ2.Поз.3),1
Сети электрические (ЭС) (поз.9.1…9.3),1
Монтаж трубопроводов К1Н,1
Строительные работы мачты прожекторной (Куст 74),1
Строительные работы опор,1
Монтаж технологического оборудования (Куст 72),1
Монтаж системы электрообогрева трубопроводов. Подэтап 3 (Куст 8),1
Монтаж системы электрообогрева трубопроводов. Подэтап 4 (Куст 8),1
Монтаж системы электрооогрева трубопроводов. Подэтап 2,1
Монтаж системы электрооогрева трубопроводов. Подэтап 3,1
Монтаж спутниковой антенны (ТСГ) (поз.45),1
Монтаж технологического оборудования (Куст 34),1
Монтаж технологического оборудования (Куст 57),1
Монтаж технологического оборудования емкости дренажной (V=8 м3) (Куст 1БИС),1
Монтаж трубопровода очищенных стоков К0 (НК3),1
Монтаж технологического оборудования узла приема очистного устройства (нефтегазопровод) (поз.5) (Куст 7),1
"Монтаж технологического оборудования узла пуска очистного устройства (водовод), узел 28/80",1
Монтаж технологического оборудования узла пуска приема очистного устройства (водовод) (Куст 75),1
Монтаж технологического оборудования(Куст 5),1
Монтаж трубопровода К1Н,1
Монтаж трубопровода НК1,1
Монтаж трубопровода ТС,1
Сети технологической связи (СС),1
НВК/С018/Сети инженерные (Сети инженерные),1
НК/поз.153/Монтаж емкостей,1
Нефтесборный коллектор (Куст 57),1
Нефтегазопровод т.вр. К64 - т.вр. К61 (лупинг),1
"Нефтегазопровод, К54 - т.вр.К54 (р-н К56)",1
Сети дренажа (Куст 74),1
Нефтегазопровод. Трубопровод диаметром 114х8мм (Куст 59),1
Нефтесборный коллектор,1
Нефтесборный коллектор (Куст 26),1
Нефтесборный коллектор (Куст 37),1
Сети дренажа (Куст 34),1
Сети канализации (НК) (поз.60),1
Нефтесборный коллектор (Куст 68),1
Сети дренажа (Куст 26),1
ОБП ВЖК.ВЖК.1.1,1
Сети дренажа,1
ОБП ВЖК.ОБП.2.16.4,1
Светотехническое оборудование (ЭС),1
ОВ.4/С014/Вентиляция и кондиционирование (Сети воздуховодов),1
Нефтегазопровод т.вр. К29-т.вр. К28 (лупинг) ,1
Нефтегазопровод куст №316 - т.вр. куст №316 (325х8),1
"НК/поз.153/Монтаж тех.трубопроводов, ЗРА, оцинковка",1
Сети связи,1
"НК/поз.219/Монтаж тех.трубопроводов, ЗРА, оцинковка",1
"НК4 Сети канализации (НК, ТК, Колодцы АС)",1
"Сети технологически едренажные, Сети электрические (АС)",1
Насосная станция перекачки нефти (поз.1),1
"Нефтегазопровод (114х6, 159х6, 219х6), К54 - т.вр.К54, уз. 1_заказ 29/16",1
"Нефтегазопровод (ЛТ) 219х8 888,6м т.вр. 88 - т.вр. 89",1
Нефтегазопровод (ЛТ) К113 - т.вр. К113,1
"Нефтегазопровод Ду 325х6 (ЛТ), узел 18/1376 - узел 5/1376",1
Нефтегазопровод диаметром 159х6 (ЛТ),1
Нефтегазопровод К142 - т.вр. К142 ,1
Сети пожарной сигнализации (ПС) (поз.9.1…9.3),1
Нефтегазопровод К143 - т.вр.К143,1
Сети охранного телевидения (СОТ),1
Сети маслопровода (ТХТ),1
Нефтегазопровод Куст 88 - т.вр. Куст 88 (АС),1
Сети канализации (поз.26.1),1
ПЗУ/поз.207.1/Устройство насыпи под факельный стояк. Устройство покрытия проезда.,1
Приобретение и монтаж. Емкость дренажная V=8м3 (Куст 103),1
"Приобретение и монтаж электрооборудования. Подстанция трансформаторная 63/10/0,4 кВ. (Куст 5)",1
Пожарная сигнализация сигнализация (Куст 47),1
Приборы и оборудование(поз.46),1
Приобретение и монтаж мачты прожекторной (Куст 138),1
Приобретение и монтаж мачты прожекторной (Куст 1БИС),1
Приобретение и монтаж мачты прожекторной (Куст 26),1
Приобретение и монтаж системы электрооогрева трубопроводов.  Подэтап 3 (Куст 28),1
Приобретение и монтаж мачты прожекторной (Куст 28),1
Приобретение и монтаж системы электрооогрева трубопроводов.  Подэтап 3 (Куст 1БИС),1
Приобретение и монтаж мачты прожекторной (Куст 37),1
Приобретение и монтаж мачты прожекторной (Куст 5),1
Приобретение и монтаж системы электрооогрева трубопроводов.  Подэтап 2 (Куст 74),1
Приобретение и монтаж мачты прожекторной (Куст 57),1
Приобретение и монтаж мачты прожекторной (Куст 68),1
Приобретение и монтаж системы электрооогрева трубопроводов.  Подэтап 2 (Куст 71),1
Приобретение и монтаж мачты прожекторной (Куст 69),1
Приобретение и монтаж мачты прожекторной (Куст 7),1
Приобретение и монтаж мачты прожекторной (Куст 70),1
Приобретение и монтаж системы электрооогрева трубопроводов.  Подэтап 2 (Куст 28),1
Приборы и оборудование (поз.60),1
Приборы и оборудование (поз.48),1
Приборы и оборудование (поз.43),1
"Поз.5-СС (Системы связи, телефонизация, радиофикация)",1
Поз.11-ТХ (Технология производства),1
Поз.19-ПТ (Пожаротушение),1
Поз.21-АС (Архитектурно-строительные решения),1
Поз.23-АС (Архитектурно-строительные решения),1
Поз.23-ТХ (Технология производства),1
Приобретение и монтаж системы электрооогрева трубопроводов.  Подэтап 5 (Куст 45),1
Приобретение и монтаж системы электрооогрева трубопроводов.  Подэтап 5 (Куст 28),1
Поз.С1-АПТ (Автоматическое пожаротушение и контроль загазованности),1
Полигон ПиТБО.Ограждение площадки ,1
Поз.С1-АТХ (Автоматизация технологических процессов),1
Поз.С1-ОС (Охранная и охранно-пожарная сигнализация),1
Поз.С1-ПС (Пожарная сигнализация),1
Поз.С1-СОТ (Система охранного телевидения),1
Поз.С1-ТХ (Технология производства),1
Позиция по ГП С035-ПС1 Сети пожарной сигнализации (Этап №1).,1
Полигон ПиТБО.43,1
Приобретение и монтаж системы электрооогрева трубопроводов.  Подэтап 2 (Куст 27),1
Приобретение и монтаж мачты прожекторной (Куст 72),1
Приобретение и монтаж мачты прожекторной (Куст 73),1
Приобретение и монтаж оборудования телефонной связи (Куст 8),1
Приобретение и монтаж оборудования телефонной связи (Куст 45),1
Приобретение и монтаж охранно-пожарной сигнализации (Куст 34),1
Приобретение и монтаж оборудования телефонной связи (Куст 5),1
Приобретение и монтаж оборудования телефонной связи (Куст 70),1
Приобретение и монтаж оборудования телефонной связи (Куст 72),1
Приобретение и монтаж оборудования телефонной связи (Куст 75),1
Приобретение и монтаж оборудования широкополосного беспроводного доступа (Куст 8),1
Приобретение и монтаж оборудования широкополосного беспроводного доступа (Куст 72),1
Приобретение и монтаж оборудования телефонной связи (Куст 27),1
Приобретение и монтаж оборудования широкополосного беспроводного доступа (Куст 70),1
Приобретение и монтаж оборудования широкополосного беспроводного доступа (Куст 69),1
Приобретение и монтаж оборудования широкополосного беспроводного доступа (Куст 57),1
Приобретение и монтаж оборудования широкополосного беспроводного доступа (Куст 5),1
Приобретение и монтаж оборудования широкополосного беспроводного доступа (Куст 28),1
Приобретение и монтаж оборудования широкополосного беспроводного доступа (Куст 27),1
Приобретение и монтаж оборудования широкополосного беспроводного доступа (Куст 1БИС),1
Приобретение и монтаж оборудования телефонной связи (Куст 28),1
Приобретение и монтаж оборудования телефонной связи (Куст 1БИС),1
Приобретение и монтаж системы электрооогрева трубопроводов.  Подэтап 1 (Куст 8),1
Приобретение и монтаж оборудования передачи данных (Куст 138),1
Приобретение и монтаж системы электрооогрева трубопроводов.  Подэтап 1 (Куст 74),1
Приобретение и монтаж оборудования видеонаблюдения (Куст 27),1
Приобретение и монтаж оборудования видеонаблюдения (Куст 28),1
Приобретение и монтаж системы электрооогрева трубопроводов.  Подэтап 1 (Куст 69),1
Приобретение и монтаж оборудования видеонаблюдения (Куст 5),1
Приобретение и монтаж системы электрооогрева трубопроводов.  Подэтап 1 (Куст 28),1
Приобретение и монтаж оборудования видеонаблюдения (Куст 75),1
Приобретение и монтаж оборудования передачи данных (Куст 1БИС),1
Приобретение и монтаж оборудования телефонной связи (Куст 138),1
Приобретение и монтаж оборудования передачи данных (Куст 27),1
Приобретение и монтаж оборудования передачи данных (Куст 28),1
Приобретение и монтаж охранно-пожарной сигнализации (Куст 74),1
Приобретение и монтаж оборудования передачи данных (Куст 5),1
Приобретение и монтаж оборудования передачи данных (Куст 69),1
Приобретение и монтаж оборудования передачи данных (Куст 70),1
Приобретение и монтаж оборудования передачи данных (Куст 8),1
Пожаротушение (ПТ) (поз.60),1
Пожарная сигнализация (ПС) (поз.43),1
ПНР оборудования АСУТП  блока контроля и управления (Куст 71),1
Подэтап 1,1
ПНР прожекторной мачтой (Куст 72),1
ПНР прожекторной мачтой (Куст 75),1
ПНР прожекторной мачтой (Куст 8),1
ПНР прожекторной мачты 16.1,1
"Приобретение и монтаж электрооборудования подстанции трансформаторной 10/0,4кВ, площадки электрооборудования ЭЦН (Куст 68)",1
"ПНР электрооборудования, молниезащиты и заземления (Куст 57)",1
"ПНР электрооборудования, молниезащиты и заземления. 1 этап  (Куст 70)",1
"ПНР электрооборудования, молниезащиты и заземления. 2 этап (Куст 70)",1
"ПНР электрооборудования. Подстанция трансформаторная 10/0,4 кВ",1
"ПНР электрооборудования. Подстанция трансформаторная 10/0,4 кВ (Куст 138)",1
"ПНР электрооборудования. Подстанция трансформаторная 10/0,4 кВ (Куст 26)",1
"ПНР электрооборудования. Подстанция трансформаторная 10/0,4 кВ (Куст 68)",1
"ПНР электрооборудования. Подстанция трансформаторная 10/0,4 кВ (Куст 71)",1
"ПНР электрооборудования. Подстанция трансформаторная 10/0,4 кВ (Куст 72)",1
"ПНР электрооборудования. Подстанция трансформаторная 10/0,4 кВ (Куст 75)",1
Приобретение и монтаж технологического оборудования узла пуска-приема очистного устройства (нефтегазопровод). Ду219х8 (Куст 57),1
ПНР/поз.2.23/Пуско-наладочные работы,1
ПНР прожекторной мачтой (Куст 71),1
ПНР прожекторной мачтой (Куст 70),1
ПНР прожекторной мачтой (Куст 45),1
ПНР охранно-пожарной сигнализации. 2 этап (Куст 27),1
ПНР оборудования АСУТП  блока контроля и управления (Куст 72),1
ПНР охранно-пожарной сигнализации. 1 этап (Куст 27),1
ПНР охранно-пожарной сигнализации. 1 этап (Куст 28),1
ПНР охранно-пожарной сигнализации. 1 этап (Куст 45),1
ПНР охранно-пожарной сигнализации. 1 этап (Куст 5),1
ПНР охранно-пожарной сигнализации. 1 этап (Куст 7),1
ПНР охранно-пожарной сигнализации. 1 этап (Куст 75),1
ПНР охранно-пожарной сигнализации. 2 этап (Куст 28),1
ПНР прожекторной мачтой (Куст 28),1
ПНР охранно-пожарной сигнализации. 2 этап (Куст 45),1
ПНР охранно-пожарной сигнализации. 2 этап (Куст 5),1
ПНР охранно-пожарной сигнализации. 2 этап (Куст 7),1
ПНР охранно-пожарной сигнализации. 3 этап (Куст 45),1
ПНР охранно-пожарной сигнализации. Этап 2,1
ПНР прожекторной мачтой (Куст 138),1
ПНР прожекторной мачтой (Куст 1БИС),1
ПНР/поз.212/Пуско-наладочные работы,1
ПНР/поз.213/Пуско-наладочные работы,1
ПНР/поз.339/Пуско-наладочные работы (Емкость дренажная V=40м3),1
Подводящая кабельная эстакада,1
Приобретение и монтаж технологического оборудования  емкости дренажной (V=8 м3) (Куст 57),1
"Площадочные нефтегазосборные сети, водовод системы поддержания пластового давления (ТК)",1
"Подвеска провода, установка оборудования и заземление электрической воздушной линии 10 кВ (Куст 138)",1
"Подвеска провода, установка оборудования и заземление электрической воздушной линии 10 кВ (Куст 34)",1
"Подвеска провода, установка оборудования и заземление электрической воздушной линии 10 кВ (Куст 54)",1
Приобретение и монтаж технологического оборудования  емкости дренажной (V=8 м3) (Куст 26),1
"Подвеска провода, установка оборудования и заземление электрической воздушной линии 10 кВ (Куст 55)",1
Приобретение и монтаж системы электрооогрева трубопроводов.  Подэтап 8 (Куст 7),1
Площадка предварительной очистки воды. Расчистка от снега (ВХ2.ПЗ),1
Приобретение и монтаж системы электрооогрева трубопроводов.  Подэтап 8 (Куст 45),1
Подстанция 35/10 кВ (ЭС),1
Приобретение и монтаж системы электрооогрева трубопроводов.  Подэтап 7 (Куст 28),1
Подстанция 35/10 кВ (ЭС) (ПС№9) трансформатор силовой ТДНС-1600/35,1
Подстанция 35/10 кВ (ЭС) (ПС№9) трансформатор силовой ТДНС-2500/35,1
Приобретение и монтаж системы электрооогрева трубопроводов.  Подэтап 6 (Куст 74),1
Подстанция 35/10 кВ (ЭС) (ПС№9) трансформатор силовой ТДНС-2600,1
"Площадки, лестницы, переходной мостик (поз.7.1-7.4)",1
Площадка обслуживания устья скважины (АС),1
Приобретение и монтаж технологического оборудования узла приема очистного устройства (нефтегазопровод) (Куст 5),1
Приобретение и монтаж технологического оборудования (Куст 57),1
Приобретение и монтаж технологического оборудования узла приема очистного устройства (нефтегазопровод) (Куст 45),1
ПНР/поз.4.1.1/Пуско наладочные работы,1
ПС №10 + ВЛ35кВ.2.9.10 Подстанция трансформаторная комплектная (ЭП),1
Приобретение и монтаж технологического оборудования (Куст 73),1
ПТ/поз.371.1/Пожаротушение,1
Перекрытие в осях 4-6/А-Б (поз.50),1
Плита монолитная ПМ3,1
Плиты монолитные ПМ2,1
"Площадка механизированной добычи, блок контроля и управления (АС)",1
Приобретение и монтаж технологического оборудования (Куст 37),1
Приобретение и монтаж технологического оборудования (Куст 35),1
"Площадка ВЖК (1.1, 1.4, 1.9. 2.1, 2.21)",1
Площадка КТП (АС),1
Приобретение и монтаж технологического оборудования  емкости дренажной (V=8 м3) (Куст 75),1
"Площадка КТП, станций управления, трансформаторов ТМПН (АС)",1
Площадка водоподготовки. Расчистка от снега (ВХ3.ПЗ),1
Монтаж системы электрообогрева трубопроводов. Подэтап 2 (Куст 8),1
Монтаж системы хозяйственно-питьевой водопровод В1,1
Т.УЗСОД Узел запуска СОД № 2 (АС)-Молниеотвод,1
КД/поз.1П/,1
Т.21.1 Трубопроводы межмодульные  (ТХ),1
Т.21.1 Модуль технологический разделителя-дегазатора  (ТХ),1
Т.21.1 Модуль технологический огневой регенирации и АВО (ТХ),1
"Емкость аварийного слива масла, V=40 м3 (АС)",1
"Т.20.1-20.3 Сепаратор факельный ВД, расширительная камера НД (ТХ)",1
Т.102 Блок дозирования химреагентов,1
"Заземление эстакады, защитных конструкций от ВЛ и автодороги (Куст 1БИС)",1
"Заземление эстакады, защитных конструкций от ВЛ и автодороги (Куст 70)",1
Земляные работы (ЭС С127),1
ИС.ПНР/поз.1.2/ПНР. Инженерные сети,1
Изготовление и монтаж металлоконструкций фундамента (поз.38.1),1
Изготовление и монтаж металлоконструкций фундамента (поз.5.3),1
Строительные работы. Электрические воздушные линии 10кВ (Куст 94),1
Изготовление и монтаж металлоконструкций фундамента (поз.5.4),1
Инженерная подготовка,1
"КА/поз.139/Раскладка кабельной продукции, установка приборов КИП, расключение",1
"КА/поз.215/Раскладка кабельной продукции, установка приборов КИП, расключение",1
Приобретение и монтаж оборудования широкополосного беспроводного доступа (Куст 138),1
Т.22.1 Площадка резервуаров хранения метанола (АК),1
Доп.работы/поз.108/Внутреняя отделка,1
ГТМ/поз.217/Геотехнический мониторинг,1
ГГС,1
Т.3.5 Блок выходного фильтр-сепаратора (ЭОМ),1
ГС00.1.2 - газ на ГПА-1.2 (ЭО),1
ГТМ.2/Геотехнический мониторинг,1
ГТМ/Опоры под сети/Геотехнический мониторинг,1
ГТМ/поз.203.1-203.5/Геотехнический мониторинг,1
Т.27 Станция азотно-воздушная (ТХ),1
ГФ21.2 - газ на факел (ЭО),1
"Двери, ворота (поз.11)",1
ГФ5.2  - газ на факел (ЭО),1
ГФ5.2 - газ на факел (ЭО),1
Т.22.7 Площадка для гидрозатвора (АС) сезонные работы,1
"ГФН00.1 - газ на факел с ЕД-6,3, ЕД-11, ЕД-2 (ЭО)",1
"ГФН00.2 - газ на факел с ЕД-6.3, ЕД-11, ЕД-2 (ЭО)",1
Геотехнический мониторинг (АС),1
Гидравлические испытания емкости,1
"КА/поз.219/Раскладка кабельной продукции, установка приборов КИП, расключение",1
КИТСО,1
Монтаж системы отпопления (поз.50),1
Строительные работы. Установка измерительная (Куст 58),1
КС-5.5-АС (Архитектурно-строительные решения),1
КС-5.6-АС (Архитектурно-строительные решения),1
КС-50-АС (Архитектурно-строительные решения),1
КС-6.1 АС (Архитектурно-строительные решения),1
КС-С020-НК ,1
КС-С129-ЭВ  (Электроснабжение),1
Строительные работы. Линейная часть. Нефтегазопровод. Высоконапорный водовод,1
Кабельные конструкции (ВХ3.Поз.6),1
Кабельные конструкции (поз.41),1
Кабельные конструкции (поз.42),1
Комплексное опробование,1
Кондиционирование (поз.50),1
Кровля (поз.50),1
Строительные работы. Блок напорной гребенки (Куст 58),1
Строительные работы. Блок напорной гребенки (Куст 15),1
Куст-22.3.4.1.2 ВЛ 10 кВ на Куст скважин №22 (ЭВ),1
Куст-34.9.2.9.2 Строительные работы основания блока контроля и управления,1
Строительные работы. Мачта прожекторная,1
"Строительные работы. Мачта прожекторная, Н=25 м (Куст 103)",1
"Строительные работы. Мачта прожекторная, Н=25 м (Куст 29)",1
КС-39-АС (Архитектурно-строительные решения),1
КС-10-ТХ (Технология производства),1
КС-11-АС (Архитектурно-строительные решения),1
Строительные работы. Установка измерительная (Куст 103),1
КС-13-АС (Архитектурно-строительные решения),1
КС-21.3-АС (Архитектурно-строительные решения),1
КС-22.1-ТХ (Технология производства),1
КС-26-ТХ (Технология производства),1
КС-4.6-АС (Архитектурно-строительные решения),1
"Строительные работы. Площадка КТП, станция управления (СУ) трансформаторов ТМПН",1
КС-41-АС (Архитектурно-строительные решения),1
КС-42-АС (Архитектурно-строительные решения),1
КС-43-ЭМ (Силовое электрооборудование),1
"Строительные работы. Площадка КТП, станция управления (СУ) трансформаторов ТМПН (Куст 76)",1
"Строительные работы. Площадка КТП, станция управления (СУ) трансформаторов ТМПН (Куст 58)",1
"Строительные работы. Площадка КТП, станция управления (СУ) трансформаторов ТМПН (Куст 29)",1
"Строительные работы. Площадка КТП, станция управления (СУ) трансформаторов ТМПН (Куст 103)",1
Т.31 Операторная (ВК),1
Высоконапорный водовод Ду-273х14,1
Т.31 Операторная (ОВ) (Общеобменная вентиляция),1
Т.31 Операторная (ОВ) (Отопление),1
Автоматизация комплексная (Куст 15),1
Автоматизация комплексная АК2,1
Административный блок,1
Т.С020 Наружные сети канализации (НК),1
Антикоррозионная защита,1
Т.85 Стационарный пожарный пункт,1
Архитектурно-строительные решения (АС) (поз.58.6),1
Архитектурно-строительные решения (АС) (поз.59.2),1
Т.84 Блок для хранения пенообразователя,1
Т.8190 Инженерные сети (до ЦПС)-Ц-С037-АС7 (Монтаж металлоконструкций),1
Барьерное ограждение (поз.ЛЧ-ИС1),1
Бетонирование площадки (поз.23.1),1
Бетонная площадка (поз.12),1
Т.61 Блок НКУ (ЭМ),1
Т.6.1 Бок-бокса АСУТП (АС),1
Блок РУ 10кВ,1
Т.55 Щитовая АСУ,1
Автоматизация (АТХ) (поз.19.1-19.2),1
Автоматизация (АТХ) (поз.10.3),1
Автоматизация (АТХ) (поз.10.2),1
АС/поз.368/Архитектурно-строительные решения (Блок распределения воды БРВ-2),1
"АС/поз.207.2.1-207.2.3/Устройство св. основания, монтаж металлоконструкций, АКЗ, бетонные работы",1
"АС/поз.207.2.4-207.2.5/Устройство св. основания, монтаж металлоконструкций, АКЗ, твердое покрытие",1
"АС/поз.220/Устройство свайного основания, монтаж металлоконструкций, АКЗ, твердое покрытие",1
"АС/поз.220/Устройство свайного основания, монтаж металоконструкций, АКЗ",1
АС/поз.226/Устройство свайного основания,1
АС/поз.311.5/Устройство свайного основания,1
Т.С129 Линия электрическая воздушная 35 кВ (ЭВ),1
Т.С037 Инженерные сети (ЭЛ),1
Автоматизация (АТХ) (поз.10.1),1
Т.С037 Инженерные сети (АС1.4.5) (Устройство свайного основания),1
АС/поз.4.6/АКЗ и теплоизоляция,1
Т.С037 Инженерные сети (АС1.4.3) (Устройство свайного основания),1
Т.С037 Инженерные сети (АС1.4.2) (Устройство свайного основания),1
АС/поз.5.14.6/Монтаж металлоконструкций,1
Автоматизация (АК) (поз.9.1…9.3),1
Т.С037 Инженерные сети (АС1.3) (Устройство свайного основания),1
Бытовая канализация К1 (поз.50),1
Т.53.1-53.3 (Архитектурно-строительные решения),1
"Т.5.7 Емкость дренажная V=12,5 м3 (ТХ)",1
Высоконап.вод-д т.вр.112 - т.вр.113 ВМЛУ,1
Водопровод и канализация (ВХ3.Поз.2),1
Водопровод и канализация (ВХ3.Поз.5),1
Водопровод противопожарный (Куст 45),1
Водопровод противопожарный (Куст 73),1
Вспомогательные трубопроводы (СХ) (поз.11),1
Входная группа 1.1-1,1
Выкидные трубопроводы (Куст 68),1
Высоконап.вод-д т.вр.К81-т.вр.К112 ВМЛУ,1
Т.42.1 Закрытое распределительное устройство 35 кВ (ЗРУ 35 кВ) (АС),1
Высоконапорные водоводы (Куст 69),1
Высоконапорные водоводы (Куст 74),1
"Высоконапорный водовод (ЛТ) 114х10, К78-т.вр.К78",1
"Высоконапорный водовод (ЛТ), 114х10, К78 - т.вр.К78, узел 21/1376",1
Высоконапорный водовод ВВ4 (Куст 37),1
Высоконапорный водовод Ду-219х12,1
"Высоконапорный водовод Ду-219х12, К68 - т.вр.К68",1
Водопровод и канализация (ВХ3.Поз.1),1
Т.42.2 Силовой трансформатор № 1 35/10 кВ (АС),1
ВЗ/поз.343/Монтаж блочного оборудования (Блок обогрева персонала с щитовой АСУ),1
Вентиляция (поз.50),1
ВЗ/поз.346/Внутриблочная досборка (Блок 2КТП),1
ВЗ/поз.346/Монтаж блочного оборудования (Блок 2КТП),1
ВЗ/поз.347/Внутриблочная досборка (Блок НКУ),1
ВЗ/поз.347/Монтаж блочного электрооборудования (Блок НКУ),1
"Т.5.1,5.3,5.4 Блок компрессорного агрегата низкого давления (КЗиПТ) 43.26.00.00.000 СО.ВР1",1
ВЛ-10 кВ на куст №16 (Проект 1376),1
ВМР00.1 - водометанольный раствор на БРМ (ЭО),1
Вентиляция П1,1
Т.42.2 Силовой трансформатор №1 35/10 кВ (Т1) (АС),1
Внутриплощадочные инженерные сети,1
Т.44 Блок КТП - 2 х 2500 кВА (АС) сезонные работы,1
Т.43 Блок КТП - 2 х 2500 кВА (АС) сезонные работы,1
Т.42.4 Закрытое распределительное устройство 10 кВ (ЗРУ 10 кВ) (АС),1
Т.42.4 Закрытое распределительное устройство 10 кВ,1
Т.42.3 Силовой трансформатор №2 35/10 кВ (Т2) (АС),1
Т.42.3 Силовой трансформатор № 2 35/10 кВ (АС),1
Куст-34.9.2.9.25 Монтаж приборов и средств автоматизации,1
Строительные работы. Блок контроля и управления (Куст 29),1
Куст-34.9.2.9.26 Монтаж охранно-пожарной сигнализации,1
Монтаж металлоконструкций (ВХ3.С020),1
Монтаж металлоконструкций фундамента (поз.3),1
Строительные работы основания (поз.1) (Куст 75),1
"Строительные работы основания (поз.1) (Куст 72), узел 17/69",1
Строительные работы основания (поз.1) (Куст 72) Узел №17/69,1
Монтаж металлоконструкций фундамента (поз.39),1
Монтаж металлоконструкций фундамента (поз.5.1),1
