object,group
"['Обустройство куста скважин (Куст 29)', 'Подэтап 1 (Куст 29)', 'Строительные работы. Мачта прожекторная, Н=25 м (Куст 29)']",1
"['Обустройство куста скважин (Куст 29)', 'Подэтап 1 (Куст 29)', 'Строительные работы. Площадка КТП, станция управления (СУ) трансформаторов ТМПН (Куст 29)']",1
"['ОКС 866 - Куст-37.9 Строительно-монтажные работы', 'ОКС 866 - Куст-37.9.2 Обустройство', 'ОКС 866 - Куст-37.9.2.9.9 Водовод противопожарный']",1
"['ОКС 866 - Куст-37.9 Строительно-монтажные работы', 'ОКС 866 - Куст-37.9.2 Обустройство', 'ОКС 866 - Куст-37.9.2.3.3 Строительные работы основания устья добывающей скважины']",1
"['ОКС 866 - Куст-27.9.2 Обустройство', 'ОКС 866 - Куст-57.9.2 Обустройство', 'ОКС 866 - Куст-57.9.2.16.4 Монтаж системы электрооогрева трубопроводов. Подэтап 4']",1
"['ОКС 866 - Куст-27.9.2 Обустройство', 'ОКС 866 - Куст-45.9.3 Нефтесборные сети', 'ОКС 866 - Куст-45.9.3.3.1 Строительные работы основания (поз.1)']",1
"['Обустройство куста скважин (Куст 76)', 'Подэтап 1 (Куст 76)', 'Строительные работы. Площадка КТП, станция управления (СУ) трансформаторов ТМПН (Куст 76)']",1
"['ОКС 866 - Куст-27.9.2 Обустройство', 'ОКС 866 - Куст-26.9.2 Обустройство', 'ОКС 866 - Куст-26.9.2.9.11 Монтаж технологического оборудования емкости дренажной (V=8 м3)']",1
"['ОКС 866 - Куст №41. Уровень 4', 'Нефтесборные сети', 'Строительные работы опор трубопровода']",1
"['ОКС 866 - Куст №41. Уровень 4', '5 подэтап', 'Приобретение и монтаж оборудования видеонаблюдения']",1
"['ОКС 866 - Куст №37. Уровень 4', 'Сети связи', 'Приобретение и монтаж оборудования видеонаблюдения']",1
"['ОКС 866 - Куст №37. Уровень 4', 'Обустройство', 'ПНР электрооогрева трубопроводов. Подэтап 1']",1
"['ОКС 866 - Куст №37. Уровень 4', 'Обустройство', 'ПНР охранно-пожарной сигнализации. Этап 2']",1
"['Обустройство кустовой площадки (Куст 138)', '6 подэтап (Куст 138)', 'Приобретение и монтаж охранно-пожарной сигнализации (Куст 138)']",1
"['ОКС 866 - Куст №37. Уровень 4', 'Обустройство', 'ПНР охранно-пожарной сигнализации. Этап 1']",1
"['ОКС 866 - Куст №37. Уровень 4', 'Обустройство', 'Монтаж охранно-пожарной сигнализации']",1
"['Обустройство кустовой площадки (Куст 138)', '6 подэтап (Куст 138)', 'Строительные работы основания устья добывающей скважины (Куст 138)']",1
"['ОКС 866 - Куст №37. Уровень 4', 'АСУТП', 'Монтаж приборов и средств автоматизации']",1
"['Обустройство кустовой площадки (Куст 138)', '7 подэтап (Куст 138)', 'Приобретение и монтаж охранно-пожарной сигнализации (Куст 138)']",1
"['ОКС 866 - Куст №37. Уровень 4', 'АСУТП', 'Монтаж АСУТП']",1
"['ОКС 866 - Куст №35. Уровень 4', 'Обустройство', 'Монтаж электрооборудования КТП и ЭЦН']",1
"['Обустройство кустовой площадки (Куст 138)', '8 подэтап (Куст 138)', 'Монтаж кабеля блока контроля и управления (Куст 138)']",1
"['Обустройство кустовой площадки (Куст 138)', '8 подэтап (Куст 138)', 'Приобретение и монтаж охранно-пожарной сигнализации (Куст 138)']",1
"['Обустройство кустовой площадки (Куст 138)', '8 подэтап (Куст 138)', 'Приобретение и монтаж электрооборудования, молниезащиты и заземления (Куст 138)']",1
"['Обустройство кустовой площадки (Куст 138)', 'ПНР кустовой площадки (Куст 138)', 'ПНР прожекторной мачтой (Куст 138)']",1
"['Обустройство кустовой площадки (Куст 138)', 'ПНР кустовой площадки (Куст 138)', 'ПНР электрооборудования, молниезащиты и заземления. 1 этап  (Куст 138)']",1
"['Обустройство кустовой площадки (Куст 138)', 'ПНР кустовой площадки (Куст 138)', 'ПНР электрооборудования, молниезащиты и заземления. 2 этап (Куст 138)']",1
"['ОКС 866 - Куст №41. Уровень 4', 'Обустройство куста', 'Монтаж электрооборудования КТП и ЭЦН']",1
"['ОКС 866 - Куст №41. Уровень 4', 'Обустройство', 'Монтаж охранно-пожарной сигнализации']",1
"['ОКС 866 - Куст №41. Уровень 4', 'Обустройство', 'Монтаж электрооборудования, молниезащиты и заземления']",1
"['ОКС 866 - Куст №72. Уровень 4', 'Обустройство', 'Строительные работы основания блока переключателя скважин многоходового']",1
"['ОКС 866 - Куст-27.9.2 Обустройство', 'ОКС 866 - Куст-26.9.2 Обустройство', 'ОКС 866 - Куст-26.9.2.1.3 Строительные работы опор сетей инженерных']",1
"['ОКС 866 - Куст-27.9.2 Обустройство', 'ОКС 866 - Куст-26.9.2 Обустройство', 'ОКС 866 - Куст-26 Строительные работы основания подстанции трансформаторной 10/0,4кВ, площадки электрооборудования ЭЦН']",1
"['ОКС 866 - Куст-27.9.2 Обустройство', 'ОКС 866 - Куст-26.9.2 Обустройство', 'ОКС 866 - Куст-26 Строительные работы основания мачты прожекторной']",1
"['ОКС 866 - Куст-27.9.2 Обустройство', 'ОКС 866 - Куст-26 Нефтесборные сети', 'ОКС 866 - Куст-75.9.3.3.2 Монтаж технологического оборудования узла пуска-приема очистного устройства (нефтегазопровод)']",1
"['ОКС 866 - Куст-27.9.2 Обустройство', 'ОКС 866 - Куст-26 Нефтесборные сети', 'ОКС 866 - Куст-26 Монтаж технологического оборудования узла приема очистного устройства (нефтегазопровод)']",1
"['Обустройство куста скважин (Куст 80)', 'Нефтесборные сети (Куст 80)', 'Нефтегазопровод, высоконапорный водовод (АС)']",1
"['ОКС 866 - Куст №75. Уровень 4', 'Обустройство', 'ПНР прожекторной мачты 16.1']",1
"['ОКС 866 - Куст №72. Уровень 4', 'Обустройство', 'Строительные работы основания блока распределения воды']",1
"['ОКС 866 - Куст №7. Уровень 4', 'Нефтесборный коллектор', 'Строительные работы основания (поз.5)']",1
"['ОКС 866 - Куст №41. Уровень 4', 'Обустройство', 'ПНР электрооборудования. Подстанция трансформаторная 10/0,4 кВ']",1
"['ОКС 866 - Куст №7. Уровень 4', 'Нефтесборный коллектор', 'Строительные работы основания (поз.4)']",1
"['Обустройство кустовой площадки (Куст 138)', '1 подэтап (Куст 138)', 'Монтаж материалов поставляемых комплектно с прожекторной мачтой (Куст 138)']",1
"['Обустройство кустовой площадки (Куст 138)', '1 подэтап (Куст 138)', 'Монтаж технологического оборудования']",1
"['Обустройство кустовой площадки (Куст 138)', '1 подэтап (Куст 138)', 'Приобретение и монтаж мачты прожекторной (Куст 138)']",1
"['ОКС 866 - Куст №68. Уровень 4', 'Обустройство', 'Монтаж технологического оборудования']",1
"['ОКС 866 - Куст №68. Уровень 4', 'Обустройство', 'Монтаж приборов и средств автоматизации']",1
"['ОКС 866 - Куст №68. Уровень 4', 'Обустройство', 'Выкидные трубопроводы']",1
"['ОКС 866 - Куст №68. Уровень 4', 'Нефтесборные сети', 'Высоконапорный водовод Ду-219х12, К68 - т.вр.К68']",1
"['Обустройство кустовой площадки (Куст 28)', 'ПНР кустовой площадки (Куст 28)', 'ПНР охранно-пожарной сигнализации. 2 этап (Куст 28)']",1
"['Обустройство кустовой площадки (Куст 28)', 'Сети связи (Куст 28)', 'Приобретение и монтаж оборудования видеонаблюдения (Куст 28)']",1
"['ОБП ВЖК.ОБП.2.23', 'СС', 'ТХ.ТТ/поз.2.23/АПС']",1
"['Обустройство кустовой площадки (Куст 69)', '2 подэтап (Куст 69)', 'Строительные работы основания устья добывающей скважины (Куст 69)']",1
"['ОКС 1376П - Куст №32. Уровень 4', 'Обустройство куста', 'Сети связи (ССП)']",1
"['ОКС 1376П - Куст №32. Уровень 4', 'Обустройство куста', 'Сети связи (СС)']",1
"['Обустройство кустовой площадки (Куст 69)', '3 подэтап (Куст 69)', 'Строительные работы основания устья добывающей скважины (Куст 69)']",1
"['Обустройство кустовой площадки (Куст 69)', '4 подэтап (Куст 69)', 'Выкидные трубопроводы (Куст 69)']",1
"['Обустройство кустовой площадки (Куст 69)', '4 подэтап (Куст 69)', 'Монтаж кабеля блока контроля и управления (Куст 69)']",1
"['Обустройство кустовой площадки (Куст 69)', '4 подэтап (Куст 69)', 'Приобретение и монтаж электрооборудования, молниезащиты и заземления (Куст 69)']",1
"['ОКС 1376П - Куст №32. Уровень 4', 'Обустройство куста', 'Сети контроля и автоматизации (КА)']",1
"['ОКС 1376П - Куст №32. Уровень 4', 'Обустройство куста', 'Емкость дренажная, V=8м3 (АС)']",1
"['Обустройство кустовой площадки (Куст 69)', '6 подэтап (Куст 69)', 'Выкидные трубопроводы (Куст 69)']",1
"['ОКС 1376П - Куст №109. Уровень 4', 'Нефтесборные сети', 'Нефтегазопровод диаметром 159х6 (ЛТ)']",1
"['ОКС 1375П - ПС№9+ВЛ 35кВ. Уровень 4', 'Высоковольтная линия', 'Электрическая воздушная линия 35 кВ (ЭС)']",1
"['Обустройство кустовой площадки (Куст 69)', '7 подэтап (Куст 69)', 'Высоконапорные водоводы (Куст 69)']",1
"['Обустройство кустовой площадки (Куст 69)', '7 подэтап (Куст 69)', 'Монтаж кабеля блока контроля и управления (Куст 69)']",1
"['Обустройство кустовой площадки (Куст 69)', '7 подэтап (Куст 69)', 'Приобретение и монтаж технологического оборудования (Куст 69)']",1
"['ОКС 11-1602.2 - Куст 316 - уровень 4', 'Обустройство куста', 'Технологические сети (ТН)']",1
"['Обустройство кустовой площадки (Куст 69)', 'Сети связи (Куст 69)', 'Приобретение и монтаж оборудования передачи данных (Куст 69)']",1
"['Обустройство кустовой площадки (Куст 69)', 'Сети связи (Куст 69)', 'Приобретение и монтаж оборудования широкополосного беспроводного доступа (Куст 69)']",1
"['Обустройство кустовой площадки (Куст 69)', 'Электрообогрев (Куст 69)', 'Приобретение и монтаж системы электрооогрева трубопроводов.  Подэтап 1 (Куст 69)']",1
"['ОКС 11-1602.2 - Куст 316 - уровень 4', 'Обустройство куста', 'Сети инженерные (АС)']",1
"['Обустройство кустовой площадки (Куст 69)', '3 подэтап (Куст 69)', 'Выкидные трубопроводы (Куст 69)']",1
"['ОКС 1376П - Куст №32. Уровень 4', 'Обустройство куста', 'Сети технологически едренажные, Сети электрические (АС)']",1
"['ОКС 11-1602.2 - Куст 316 - уровень 4', 'Обустройство куста', 'Охранная и охранно-пожарная сигнализация (ОС)']",1
"['Обустройство кустовой площадки (Куст 69)', '2 подэтап (Куст 69)', 'Приобретение и монтаж электрооборудования, молниезащиты и заземления (Куст 69)']",1
"['ОКС 1376П - Куст №77. Уровень 4', 'Обустройство куста', 'Блок напорной гребенки (АС)']",1
"['ОКС 1376П - Куст №77. Уровень 4', 'ОКС 1376П - Куст №42. Уровень 4', '1-подэтап']",1
"['ОКС 1376П - Куст №55. Уровень 4', 'Обустройство куста', 'Трансформаторная подстанция (ТН)']",1
"['Обустройство кустовой площадки (Куст 57)', 'Сети связи (Куст 57)', 'Приобретение и монтаж оборудования широкополосного беспроводного доступа (Куст 57)']",1
"['ОКС 1376П - Куст №55. Уровень 4', 'Обустройство куста', 'Сети технологические дренажные (ИК)']",1
"['Обустройство кустовой площадки (Куст 69)', '1 подэтап (Куст 69)', 'Монтаж и приобретение приборов и средств автоматизации (Куст 69)']",1
"['ОКС 1376П - Куст №55. Уровень 4', 'Обустройство куста', 'Сети пожарной сигнализации (ПС)']",1
"['Обустройство кустовой площадки (Куст 69)', '1 подэтап (Куст 69)', 'Приобретение и монтаж мачты прожекторной (Куст 69)']",1
"['ОКС 1376П - Куст №55. Уровень 4', 'Обустройство куста', 'Сети охранного телевидения (СОТ)']",1
"['ОКС 1376П - Куст №54. Уровень 4', 'Нефтесборные сети', 'Узел задвижек УЗА №26']",1
"['ОКС 1376П - Куст №54. Уровень 4', 'Нефтесборные сети', 'Нефтегазопровод, К54 - т.вр.К54 (р-н К56)']",1
"['ОКС 1376П - Куст №54. Уровень 4', 'Нефтесборные сети', 'Нефтегазопровод (114х6, 159х6, 219х6), К54 - т.вр.К54, уз. 1_заказ 29/16']",1
"['ОКС 1376П - Куст №42. Уровень 4', 'Обустройство куста', 'Трансформаторная подстанция (ЭМ)']",1
"['ОКС 1376П - Куст №42. Уровень 4', 'Обустройство куста', 'Сети электрические (ЭМ)']",1
"['ОКС 1376П - Куст №42. Уровень 4', 'Обустройство куста', 'Сети пожарной сигнализации (ПС)']",1
"['ОКС 1376П - Куст №42. Уровень 4', 'Обустройство куста', 'Емкость дренажная, V=8м3 (НК)']",1
"['Обустройство кустовой площадки (Куст 69)', '1 подэтап (Куст 69)', 'Строительные работы основания устья добывающей скважины (Куст 69)']",1
"['ОКС 1376П - Куст №32. Уровень 4', 'Обустройство куста', 'Установка измерительная (Блок технологический) (АС)']",1
"['Обустройство кустовой площадки (Куст 69)', '2 подэтап (Куст 69)', 'Монтаж и приобретение приборов и средств автоматизации (Куст 69)']",1
"['ОКС 11-1602.2 - Куст 316 - уровень 4', 'Обустройство куста', 'Сети автоматизированной системы управления (АК)']",1
"['ОКС 11-1602.2 - Куст 316 - уровень 4', 'Обустройство куста', 'Нефтегазопровод куст №316 - т.вр. куст №316 (325х8)']",1
"['Обустройство кустовой площадки (Куст 28)', 'Сети связи (Куст 28)', 'Приобретение и монтаж оборудования передачи данных (Куст 28)']",1
"['ОКС 108.17 - Куст №53. Уровень 4', 'Обустройство куста', 'Блок напорной гребенки (АС)']",1
"['ОКС 108.17 - Куст №53. Уровень 4', '2-подэтап', 'Мачта прожекторная (ЭМ)']",1
"['Обустройство кустовой площадки (Куст 70)', '1 подэтап (Куст 70)', 'Приобретение и монтаж системы электрообогрева трубопроводов (Куст 70)']",1
"['ОКС 108.17 - Куст №22. Уровень 4', 'Обустройство куста', 'Подэтап 1']",1
"['ОКС 108.17 - Куст №113. Уровень 4', 'Обустройство куста', 'Сети связи (СС)']",1
"['ОКС 108.17 - Куст №113. Уровень 4', 'Обустройство куста', 'Мачта прожекторная (ЭМ)']",1
"['ОКС 108.17 - Куст №113. Уровень 4', 'Обустройство куста', 'Автоматизация комплексная (АК)']",1
"['ОКС 108.17 - Куст №113. Уровень 4', 'Нефтесборные сети', 'Нефтегазопровод (ЛТ) К113 - т.вр. К113']",1
"['Обустройство кустовой площадки (Куст 70)', '1 подэтап (Куст 70)', 'Строительные работы основания устья добывающей скважины (Куст 70)']",1
"['ОКС 108.17 - Куст №113. Уровень 4', 'Высоковольтная линия', 'Линии электропередач воздушные 10 кВ (ЭС)']",1
"['ОКС 108.17 - Куст №112. Уровень 4', 'Высоковольтная линия', 'Линии электропередач воздушные 10 кВ (ЭС)']",1
"['Обустройство кустовой площадки (Куст 70)', '2 подэтап (Куст 70)', 'Приобретение и монтаж системы электрообогрева трубопроводов (Куст 70)']",1
"['ОКC 8849 - Куст-19. Уровень 4', 'Обустройство куста', 'Площадка обслуживания устья скважины (АС)']",1
"['ОКC 8849 - Куст-19. Уровень 4', 'Обустройство куста', 'Блок напорной гребенки (АС)']",1
"['ОБП ВЖК.ХАЛ.ОГР', 'ОБП ВЖК.ВЖК.Автоматизация комплексная АК', 'Резервуар противопожарного запаса  воды V=500 м3 (поз. 2.18.1, 2.18.2)- 2 шт.']",1
"['Обустройство кустовой площадки (Куст 70)', '3 подэтап (Куст 70)', 'Строительные работы основания устья добывающей скважины (Куст 70)']",1
"['ОБП ВЖК.ХАЛ.ОГР', 'ОБП ВЖК.ВЖК.Автоматизация комплексная АК', 'Резервуар производственно-дождевых стоков V=1000 м3 (поз. 2.20)']",1
"['ОБП ВЖК.Площадка ГСМ.4.12', 'ОБП ВЖК.ВИС 1 Этап.01/1-01-АС', 'АКЗ и окраска КМ металлических эстакад']",1
"['ОБП ВЖК.Площадка ГСМ.4.12', 'АЗ', 'АС/поз.4.12/Устройство свайного основания, монтаж металлоконструкций']",1
"['ОБП ВЖК.ОБП.2.23', 'ЭС', 'Прокладка кабеля']",1
"['Обустройство кустовой площадки (Куст 70)', '1 подэтап (Куст 70)', 'Приобретение и монтаж мачты прожекторной (Куст 70)']",1
"['Обустройство кустовой площадки (Куст 7)', 'Электрообогрев (Куст 7)', 'Приобретение и монтаж системы электрооогрева трубопроводов.  Подэтап 8 (Куст 7)']",1
"['ОКС 108.17 - Куст-78.2 Строительно-монтажные работы', 'ОКС 108.17 - Куст-78.2.2 Обустройство куста', 'ОКС 108.17 - Куст-78.2.2.1.5 Система электроснабжения (ЭС)']",1
"['ОКС 108.17 - Куст №53. Уровень 4', 'Обустройство куста', 'Блок технологический установки измерительной (АС)']",1
"['Обустройство кустовой площадки (Куст 7)', '1 подэтап (Куст 7)', 'Строительные работы основания блока контроля и управления (Куст 7)']",1
"['ОКС 108.17 - Куст-78.2 Строительно-монтажные работы', 'ОКС 108.17 - Куст-78.2.2 Обустройство куста', 'ОКС 108.17 - Куст-78.2.2.1.1 Эстакада инженерно-технического обеспечения (АС)']",1
"['ОКС 108.17 - Куст №88. Уровень 4', 'Нефтесборные сети', 'Нефтегазопровод Куст 88 - т.вр. Куст 88 (АС)']",1
"['Обустройство кустовой площадки (Куст 7)', '1 подэтап (Куст 7)', 'Трубопровод сброса с предохранительного клапана (Куст 7)']",1
"['Обустройство кустовой площадки (Куст 7)', '3 подэтап (Куст 7)', 'Выкидные трубопроводы (Куст 7)']",1
"['Обустройство кустовой площадки (Куст 7)', '3 подэтап (Куст 7)', 'Монтаж материалов поставляемых комплектно с прожекторной мачтой (Куст 7)']",1
"['Обустройство кустовой площадки (Куст 7)', '3 подэтап (Куст 7)', 'Приобретение и монтаж мачты прожекторной (Куст 7)']",1
"['ОКС 108.17 - Куст №78. Уровень 4', 'Обустройство куста', 'Высоконапорный водовод (ЛТ) 114х10, К78-т.вр.К78']",1
"['Обустройство кустовой площадки (Куст 7)', '4 подэтап (Куст 7)', 'Выкидные трубопроводы (Куст 7)']",1
"['ОКС 108.17 - Куст №78. Уровень 4', 'Обустройство куста', 'Блок технологический установки измерительной (АС)']",1
"['ОКС 108.17 - Куст №78. Уровень 4', 'Нефтесборные сети', 'Высоконапорный водовод (ЛТ), 114х10, К78 - т.вр.К78, узел 21/1376']",1
"['Обустройство кустовой площадки (Куст 7)', '6 подэтап (Куст 7)', 'Выкидные трубопроводы (Куст 7)']",1
"['ОКС 108.17 - Куст №64. Уровень 4', 'Обустройство куста', 'Сети технологической связи (СС)']",1
"['ОКС 108.17 - Куст №53. Уровень 4', 'Обустройство куста', 'Эстакада инженерно-технического обеспечения (АС)']",1
"['Обустройство кустовой площадки (Куст 7)', '8 подэтап (Куст 7)', 'Монтаж и приобретение приборов и средств автоматизации (Куст 7)']",1
"['ОКС 108.17 - Куст №53. Уровень 4', 'Обустройство куста', 'Технология производства (ТХ)']",1
"['ОКС 108.17 - Куст №53. Уровень 4', 'Обустройство куста', 'Система электрообогрева (СЭО)']",1
"['Обустройство кустовой площадки (Куст 7)', 'ПНР кустовой площадки (Куст 7)', 'ПНР охранно-пожарной сигнализации. 1 этап (Куст 7)']",1
"['Обустройство кустовой площадки (Куст 7)', 'ПНР кустовой площадки (Куст 7)', 'ПНР охранно-пожарной сигнализации. 2 этап (Куст 7)']",1
"['Обустройство кустовой площадки (Куст 57)', '1 подэтап (Куст 57)', 'Приобретение и монтаж мачты прожекторной (Куст 57)']",1
"['Обустройство кустовой площадки (Куст 57)', '1 подэтап (Куст 57)', 'Монтаж технологического оборудования (Куст 57)']",1
"['Обустройство кустовой площадки (Куст 57)', '1 подэтап (Куст 57)', 'Монтаж кабеля блока контроля и управления (Куст 57)']",1
"['ОКС 2916 - Куст №15. Уровень 4', 'Обустройство', 'Приобретение и монтаж. Блок напорной гребенки']",1
"['Обустройство кустовой площадки (Куст 35)', '4 подэтап (Куст 35)', 'Выкидные трубопроводы (Куст 35)']",1
"['Обустройство кустовой площадки (Куст 37)', '1 подэтап (Куст 37)', 'Высоконапорный водовод ВВ4 (Куст 37)']",1
"['Обустройство кустовой площадки (Куст 37)', '1 подэтап (Куст 37)', 'Монтаж КИП и А (Куст 37)']",1
"['Обустройство кустовой площадки (Куст 37)', '1 подэтап (Куст 37)', 'Монтаж кабеля блока контроля и управления (Куст 37)']",1
"['Обустройство кустовой площадки (Куст 37)', '1 подэтап (Куст 37)', 'Монтаж электрооборудования КТП и ЭЦН']",1
"['Обустройство кустовой площадки (Куст 37)', '1 подэтап (Куст 37)', 'Нефтесборный коллектор (Куст 37)']",1
"['Обустройство кустовой площадки (Куст 37)', '1 подэтап (Куст 37)', 'Приобретение и монтаж мачты прожекторной (Куст 37)']",1
"['Обустройство кустовой площадки (Куст 37)', '1 подэтап (Куст 37)', 'Приобретение и монтаж технологического оборудования (Куст 37)']",1
"['ОКС 1376П - Куст-80.2 Строительно-монтажные работы', 'ОКС 1376П - Куст-80.2.2 Обустройство куста', 'Площадка механизированной добычи, блок контроля и управления (АС)']",1
"['ОКС 1376П - Куст-80.2 Строительно-монтажные работы', 'ОКС 1376П - Куст-80.2.2 Обустройство куста', 'ОКС 1376П - Куст-80.2.2.1.14 Площадочные нефтегазосборные сети, водовод системы поддержания пластового давления (ТК)']",1
"['ОКС 1376П - Куст-80.2 Строительно-монтажные работы', 'ОКС 1376П - Куст-80.2.2 Обустройство куста', 'ОКС 1376П - Куст-80 Емкость дренажная, V=8м3 (НК)']",1
"['ОКС 1376П - Куст-77.2 Строительно-монтажные работы', 'ОКС 1376П - Куст-77.2.2 Обустройство куста', 'ОКС 1376П - Куст-77.2.2.1.6 Площадка механизированной добычи, установка измерительная (Блок контроля и управления) (АС)']",1
"['Обустройство кустовой площадки (Куст 37)', '7 подэтап (Куст 37)', 'Трубопровод сброса с предохранительного клапана (Куст 37)']",1
"['ОКС 1376П - Куст №93. Уровень 4', 'Обустройство куста', 'Сети технологические дренажные (ИК)']",1
"['ОКС 1376П - Куст №93. Уровень 4', 'Обустройство куста', 'Сети связи (ССП)']",1
"['Обустройство кустовой площадки (Куст 45)', '1 подэтап (Куст 45)', 'Монтаж материалов поставляемых комплектно с прожекторной мачтой (Куст 45)']",1
"['ОКС 1376П - Куст №93. Уровень 4', 'Обустройство куста', 'Сети связи (СС)']",1
"['Обустройство кустовой площадки (Куст 45)', '1 подэтап (Куст 45)', 'Приобретение и монтаж мачты прожекторной (Куст 45)']",1
"['Обустройство кустовой площадки (Куст 45)', '1 подэтап (Куст 45)', 'Приобретение и монтаж охранно-пожарной сигнализации (Куст 45)']",1
"['ОКС 2916 - Куст №15. Уровень 4', 'Нефтесборные сети', 'Строительные работы. Линейная часть. Нефтегазопровод. Высоконапорный водовод']",1
"['Обустройство кустовой площадки (Куст 35)', '2 подэтап (Куст 35)', 'Приобретение и монтаж электрооборудования, молниезащиты и заземления (Куст 35)']",1
"['Обустройство кустовой площадки (Куст 57)', '1 подэтап (Куст 57)', 'Монтаж и приобретение приборов и средств автоматизации (Куст 57)']",1
"['ОКС 2916 - Куст №15. Уровень 4', 'Обустройство', 'Пусконаладочные работы. Сети электрообогрева']",1
"['Обустройство кустовой площадки (Куст 28)', 'Сети связи (Куст 28)', 'Приобретение и монтаж оборудования телефонной связи (Куст 28)']",1
"['Обустройство кустовой площадки (Куст 28)', 'Сети связи (Куст 28)', 'Приобретение и монтаж оборудования широкополосного беспроводного доступа (Куст 28)']",1
"['Обустройство кустовой площадки (Куст 28)', 'Электрообогрев (Куст 28)', 'Приобретение и монтаж системы электрооогрева трубопроводов.  Подэтап 1 (Куст 28)']",1
"['Обустройство кустовой площадки (Куст 28)', 'Электрообогрев (Куст 28)', 'Приобретение и монтаж системы электрооогрева трубопроводов.  Подэтап 2 (Куст 28)']",1
"['Обустройство кустовой площадки (Куст 28)', 'Электрообогрев (Куст 28)', 'Приобретение и монтаж системы электрооогрева трубопроводов.  Подэтап 3 (Куст 28)']",1
"['ОКС 2916 - Куст №56. Уровень 4', 'Обустройство куста', 'Внутриплощадочные электрические сети (СЭО)']",1
"['Обустройство кустовой площадки (Куст 301)', 'Внутриплощадочные сети (Куст 301)', 'Устройство опор. Эстакада технологическая, 3,5,7,8,10 этап (Куст 301)']",1
"['Обустройство кустовой площадки (Куст 34)', '1 подэтап (Куст 34)', 'Монтаж КИП и А (Куст 34)']",1
"['Обустройство кустовой площадки (Куст 34)', '1 подэтап (Куст 34)', 'Монтаж кабеля блока контроля и управления (Куст 34)']",1
"['Обустройство кустовой площадки (Куст 34)', '1 подэтап (Куст 34)', 'Монтаж технологического оборудования (Куст 34)']",1
"['Обустройство кустовой площадки (Куст 34)', '1 подэтап (Куст 34)', 'Приобретение и монтаж охранно-пожарной сигнализации (Куст 34)']",1
"['ОКС 2916 - Куст №56. Уровень 4', 'Обустройство куста', 'Автоматизация комплексная (АК)']",1
"['Обустройство кустовой площадки (Куст 34)', '1 подэтап (Куст 34)', 'Сети дренажа (Куст 34)']",1
"['ОКС 2916 - Куст №30. Уровень 4', 'Обустройство куста', 'Геотехнический мониторинг (АС)']",1
"['Обустройство кустовой площадки (Куст 35)', '1 подэтап (Куст 35)', 'Приобретение и монтаж технологического оборудования (Куст 35)']",1
"['ОКС 2916 - Куст №16. Уровень 4', 'Обустройство куста', 'Сети связи (СС)']",1
"['ОКС 2916 - Куст №16. Уровень 4', 'Обустройство куста', 'Площадка КТП, станций управления, трансформаторов ТМПН (АС)']",1
"['ОКС 2916 - Куст №16. Уровень 4', 'Обустройство куста', 'Внутриплощадочные электрические сети (СЭО)']",1
"['Обустройство кустовой площадки (Куст 35)', '1 подэтап (Куст 35)', 'Трубопровод сброса с предохранительного клапана (Куст 35)']",1
"['ОКС 1376П - Куст №93. Уровень 4', 'Обустройство куста', 'Сети пожарной сигнализации (ПС)']",1
"['Обустройство кустовой площадки (Куст 45)', '1 подэтап (Куст 45)', 'Приобретение и монтаж электрооборудования подстанции трансформаторной 10/0,4кВ, площадки электрооборудования ЭЦН (Куст 45)']",1
"['Обустройство кустовой площадки (Куст 45)', '1 подэтап (Куст 45)', 'Приобретение и монтаж электрооборудования, молниезащиты и заземления (Куст 45)']",1
"['ОКС 1376П - Куст №93. Уровень 4', 'Обустройство куста', 'Сети контроля и автоматизации (КА)']",1
"['ОКС 1376П - Куст №81. Уровень 4', 'Обустройство куста', 'Нефтегазопровод, высоконапорный водовод (ЭМ)']",1
"['Обустройство кустовой площадки (Куст 5)', '1 подэтап (Куст 5)', 'Трубопровод сброса с предохранительного клапана (Куст 5)']",1
"['ОКС 1376П - Куст №81. Уровень 4', 'Нефтесборные сети', 'Узел задвижек 17, нефтегазопровод (ТН)']",1
"['ОКС 1376П - Куст №81. Уровень 4', 'Нефтесборные сети', 'Узел задвижек 16, нефтегазопровод (ТН)']",1
"['ОКС 1376П - Куст №81. Уровень 4', 'Нефтесборные сети', 'Узел задвижек 15, нефтегазопровод (ТН)']",1
"['ОКС 1376П - Куст №81. Уровень 4', 'Нефтесборные сети', 'Нефтегазопровод Ду 325х6 (ЛТ), узел 18/1376 - узел 5/1376']",1
"['ОКС 1376П - Куст №81. Уровень 4', 'Нефтесборные сети', 'Нефтегазопровод Ду 219х8 (ЛТ), узел 14/1376 - узел 18/1376']",1
"['ОКС 1376П - Куст №81. Уровень 4', '1-подэтап', 'Нефтегазопровод, высоконапорный водовод (ЭМ)']",1
"['ОКС 1376П - Куст №80. Уровень 4', 'Обустройство куста', 'Сети контроля и автоматизации (КА)']",1
"['ОКС 1376П - Куст №80. Уровень 4', 'Обустройство куста', 'Прожекторная мачта (ЭМ)']",1
"['ОКС 1376П - Куст №77. Уровень 4', 'Обустройство куста', 'Сети связи (СС)']",1
"['Обустройство кустовой площадки (Куст 5)', 'ПНР кустовой площадки (Куст 5)', 'ПНР охранно-пожарной сигнализации. 1 этап (Куст 5)']",1
